Station,Station alias,	Date established,	Date closed,Declared reporting status,Assessed reporting status,Station type,WIGOS Station Identifier(s),WMO Region,Regional WIGOS Center,Country,Latitude,Longitude,Elevation,Geopositioning method,Time zone,Supervising organization,Station URL,Other link (URL),Site description,Climate zone,Predominant surface cover,Surface roughness,Topography or bathymetry,Population in 10km/50km,Programs/Network affiliation,	Last updated date,Last updated by
GUTIERREZ,,	1984-07-15,,Operational,Operational,Land (fixed),0-170-0-35020300|primary,South America,Brazil,Colombia,4.25501,-74.00161,2289,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,|,RBON:Operational,	2023-08-04,Jorge Andres Gonzalez Rojas
Gamboa,Gamboa [26030060],	1974-05-19,,Operational,Unknown,Land (fixed),0-170-0-26030060|primary,South America,Brazil,Colombia,2.625583,-76.853611,2171,GPS,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Equatorial rainforest - fully humid,Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within mountains of high altitude,11|500,GOS General:Operational,	2022-12-06,Jorge Andres Gonzalez Rojas
HACIENDA CENTENARIO,,	1976-12-15,,Operational,Partly operational,Land (fixed),0-170-0-28025090|primary,South America,Brazil,Colombia,9.85025,-73.26547,100,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,|,RBON:Operational,	2023-06-26,COL NMHS
HACIENDA PEREZ,,	1966-07-15,,Operational,Partly operational,Land (fixed),0-170-0-21130050|primary,South America,Brazil,Colombia,3.24356,-75.25594,397,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,|,RBON:Operational,	2023-06-26,COL NMHS
HACIENDA POTOSI,,	1986-12-15,,Operational,Partly operational,Land (fixed),0-170-0-21105040|primary,South America,Brazil,Colombia,2.6968,-75.29889,680,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,|,RBON:Operational,	2023-06-26,COL NMHS
HACIENDA SUECIA - AUT [26035100],,	2005-11-22,,Operational,Unknown,Land (fixed),0-170-0-26035100|primary,South America,Brazil,Colombia,2.479556,-76.82775,1755,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Equatorial - Monsoon,Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of high altitude,,GOS General:Operational,	2023-06-20,COL NMHS
HOBO - AUT,,	2016-12-27,,Silent,Silent,Land (fixed),0-170-0-2901500072|primary,South America,Brazil,Colombia,9.67253,-75.23653,339,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,RBON:Non-reporting,	2023-08-11,Jorge Andres Gonzalez Rojas
Hacienda Meremberg,Hacienda Meremberg [21050190],	1980-06-09,,Operational,Unknown,Land (fixed),0-170-0-21050190|primary,South America,Brazil,Colombia,2.218056,-76.117361,2220,GPS,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Equatorial rainforest - fully humid,Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within mountains of high altitude,10|270,GOS General:Operational,	2022-12-06,Jorge Andres Gonzalez Rojas
IBAGUE - AUT,,	2017-12-18,,Operational,Silent,Land (fixed),0-170-0-2121500048|primary,South America,Brazil,Colombia,4.4188,-75.2059,1254,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,GOS General:Operational,	2022-03-30,COL NMHS
IBAGUE/PERALES,,	1970-11-15,,Operational,Partly operational,Land (fixed),0-20000-0-80214|primary,South America,Brazil,Colombia,4.4333333333,-75.15,928,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);EVAP;METAR;RBCN;RBSN(S);SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"CLIMAT(C) - deprecated:Closed, GBON:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2022-11-12,Jorge Andres Gonzalez Rojas
ICA VILLAVICENCIO  - AUT,,	2007-03-22,,Silent,Unknown,Land (fixed),0-170-0-35035100|primary,South America,Brazil,Colombia,4.13739,-73.625,444,,UTC-5,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Warm Temperate - Fully humid - Warm summer,Artificial surfaces and associated areas (Urban areas >50%)(Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within mountains of middle altitude,,"GBON:Non-reporting, RBON:Non-reporting",	2023-08-13,Jorge Andres Gonzalez Rojas
IDEAM BOGOTA  - AUT,,	2005-04-10,,Operational,Unknown,Land (fixed),0-170-0-21206960|primary,South America,Brazil,Colombia,4.60804,-74.07272,2646,,UTC-5,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Warm Temperate - Fully humid - Warm summer,"Closed to open (>15%) herbaceous vegetation (grassland, savannas or lichens/mosses)(Surface cover types (GlobCover2009))",,(unknown) at middle relative elevation within mountains of high altitude,,"GBON:Operational, RBON:Operational",	2022-11-12,Jorge Andres Gonzalez Rojas
IPIALES/SAN LUIS,,	1963-01-01,,Operational,Partly operational,Land (fixed),0-20000-0-80370|primary,South America,Brazil,Colombia,0.8166666667,-77.6333333333,2691,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);EVAP;METAR;RBCN;SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"CLIMAT(C) - deprecated:Closed, GBON:Operational, GOS General:Operational, RBCN - deprecated:Closed, RBON:Operational",	2022-11-12,Jorge Andres Gonzalez Rojas
ITA VALSALICE  - AUT,,	1989-02-15,,Silent,Unknown,Land (fixed),0-170-0-21195120|primary,South America,Brazil,Colombia,4.39292,-74.39272,1421,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,59|5360,"GBON:Non-reporting, GOS General:Non-reporting",	2023-08-13,Jorge Andres Gonzalez Rojas
JABALCON,,	1963-05-15,,Operational,Operational,Land (fixed),0-170-0-21135020|primary,South America,Brazil,Colombia,3.85583,-75.01572,313,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,|,RBON:Operational,	2023-08-04,Jorge Andres Gonzalez Rojas
JARDIN BOTANICO  - AUT,,	1974-09-14,,Operational,Unknown,Land (fixed),0-170-0-21205710|primary,South America,Brazil,Colombia,4.66786,-74.10102,2555,,UTC-5,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Warm temperate - Dry and warm summer,Mosaic forest or shrubland (50-70%) / grassland (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within mountains of high altitude,942|4440,"GBON:Operational, RBON:Operational",	2022-11-12,Jorge Andres Gonzalez Rojas
JUAN DE ACOSTA,,	1964-01-14,,Operational,Partly operational,Land (fixed),0-170-0-29045110|primary,South America,Brazil,Colombia,10.8339,-75.04611,59,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,|,RBON:Operational,	2023-06-26,COL NMHS
LA ARGENTINA,,	1958-12-15,,Operational,Operational,Land (fixed),0-170-0-21050060|primary,South America,Brazil,Colombia,2.19905,-75.97228,1540,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,|,RBON:Operational,	2023-08-04,Jorge Andres Gonzalez Rojas
LA CABRERA,,	1974-09-15,,Operational,Operational,Land (fixed),0-170-0-23065120|primary,South America,Brazil,Colombia,5.14101,-74.13987,1895,,UTC-5,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,|,RBON:Operational,	2023-08-04,Jorge Andres Gonzalez Rojas
LA COSECHA - AUT,,	1976-09-15,,Silent,Silent,Land (fixed),0-170-0-21205910|primary,South America,Brazil,Colombia,4.98922,-74.00119,2570,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,100|2380,GOS General:Non-reporting,	2023-08-13,Jorge Andres Gonzalez Rojas
LA CUMBRE - AUT,,	2017-04-24,,Silent,Unknown,Land (fixed),0-170-0-5311500121|primary,South America,Brazil,Colombia,3.6452,-76.56475,1613,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,GBON:Non-reporting,	2023-08-13,Jorge Andres Gonzalez Rojas
LA ESPERANZA ANDALUCIA - AUT,,	2017-04-19,,Silent,Silent,Land (fixed),0-170-0-2615500122|primary,South America,Brazil,Colombia,5.01778,-75.35658,3316,,UTC-5,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Equatorial rainforest - fully humid,Mosaic vegetation (grassland/shrubland/forest) (50-70%) / cropland (20-50%) (Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within rises of very high altitude,,GOS General:Non-reporting,	2023-08-13,Jorge Andres Gonzalez Rojas
LA FLORIDA,,	1970-11-15,,Operational,Operational,Land (fixed),0-170-0-21205670|primary,South America,Brazil,Colombia,4.77089,-74.43764,1843,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,|,RBON:Operational,	2023-08-04,Jorge Andres Gonzalez Rojas
LA INDEPENDENCIA - AUT,,	2005-06-28,,Silent,Unknown,Land (fixed),0-170-0-26055110|primary,South America,Brazil,Colombia,3.1854,-76.56931,1004,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,GBON:Non-reporting,	2023-08-13,Jorge Andres Gonzalez Rojas
LA LAGUNA DEL OTUN  - AUT,,	2005-10-10,,Operational,Silent,Land (fixed),0-170-0-26135330|primary,South America,Brazil,Colombia,4.7764,-75.4125,3944,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,GOS General:Operational,	2022-03-30,COL NMHS
LA LIBERTAD - AUT,,	2007-03-24,,Silent,Silent,Land (fixed),0-170-0-35025110|primary,South America,Brazil,Colombia,4.05736,-73.46792,336,,UTC-5,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Warm Temperate - Fully humid - Warm summer,Mosaic vegetation (grassland/shrubland/forest) (50-70%) / cropland (20-50%) (Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within rises of middle altitude,,RBON:Non-reporting,	2023-08-13,Jorge Andres Gonzalez Rojas
LA MARIA - AUT,,	1985-02-14,,Silent,Silent,Land (fixed),0-170-0-16040050|primary,South America,Brazil,Colombia,7.93485,-73.21358,1927,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,5|250,RBON:Non-reporting,	2023-08-11,Jorge Andres Gonzalez Rojas
LA MINA CERREJON  - AUT,,	2014-08-27,,Silent,Silent,Land (fixed),0-170-0-15065501|primary,South America,Brazil,Colombia,11.13749,-72.61607,105,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,RBON:Non-reporting,	2023-08-11,Jorge Andres Gonzalez Rojas
LA PLATA - AUT,,	2005-07-20,,Operational,Silent,Land (fixed),0-170-0-21115170|primary,South America,Brazil,Colombia,2.7591,-75.0746,2101,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,GOS General:Operational,	2022-03-30,COL NMHS
LA SELVA - AUT,,	2004-10-10,,Operational,Silent,Land (fixed),0-170-0-23085260|primary,South America,Brazil,Colombia,6.1319,-75.4146,2125,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,RBON:Operational,	2022-08-29,Jorge Andres Gonzalez Rojas
LA SIERRA - AUT,,	1967-02-14,,Silent,Silent,Land (fixed),0-170-0-24025030|primary,South America,Brazil,Colombia,5.96708,-73.16202,2850,,,,,,,,,,,33|490,RBON:Non-reporting,	2023-08-11,Jorge Andres Gonzalez Rojas
LAGUNA LA PLAZA,,	2010-09-17,,Operational,Partly operational,Land (fixed),0-170-0-35095130|primary,South America,Brazil,Colombia,6.362,-72.28202,4378,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,RBON:Operational,	2023-06-26,COL NMHS
LAS GAVIOTAS,,	1971-01-01,,Operational,Unknown,Land (fixed),0-20000-0-80241|primary,South America,Brazil,Colombia,4.55,-70.9166666667,171,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);EVAP;METAR;SOILTEMP;SPECI;WT (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"CLIMAT(C) - deprecated:Closed, GOS General:Operational, RBON:Operational",	2016-04-28,
LAS IGLESIAS  - AUT,,	2017-06-20,,Operational,Silent,Land (fixed),0-170-0-5205500123|primary,South America,Brazil,Colombia,1.0548,-77.2703,2973,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,GOS General:Operational,	2022-03-30,COL NMHS
LEJANÍAS - AUT,,	2017-12-27,,Silent,Silent,Land (fixed),0-170-0-3206500058|primary,South America,Brazil,Colombia,3.5183,-74.00627,661,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,RBON:Non-reporting,	2023-08-13,Jorge Andres Gonzalez Rojas
LETICIA/VASQUEZ COBO,,	1961-01-01,,Operational,Operational,Land (fixed),0-20000-0-80398|primary,South America,Brazil,Colombia,-4.1666666667,-69.95,84,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);EVAP;METAR;RBSN(ST);SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"CLIMAT(C) - deprecated:Closed, GBON:Operational, RBON:Operational, RBSN(ST) - deprecated:Closed",	2022-08-04,Jorge Andres Gonzalez Rojas
LOA-UNAL,,	2011-12-18,,Partly operational,Unknown,Land (fixed),0-20008-0-MEC|primary,South America,Brazil,Colombia,6.26070537,-75.57775676,1463,,UTC-5,,,,"Medellin city with near 3.8 million inhabitants in located on the Valle de aburra, (tropical zone - andean region of Colombia south America), of the central range over the Antioquian mountain just between the Magadalena and Cauca valleys from east to west sites. The altitudes of the mountains around the valley (west and east mountains) can rise up to 2,800 meters a.s.l. The lowest level its 1300 meters a.s.l from its Nort natural limit to its southem part, the valley is 60 kilometers long, surrounded by abundant forest.",Equatorial rainforest - fully humid,,,,,LALINET:Partly operational,	2013-10-21,Alvaro Bastidas Gustin
LOMA VERDE - AUT,,	2017-04-18,,Silent,Silent,Land (fixed),0-170-0-1303500074|primary,South America,Brazil,Colombia,8.50878,-76.17542,82,,UTC-5,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Equatorial - Monsoon,Mosaic vegetation (grassland/shrubland/forest) (50-70%) / cropland (20-50%) (Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of low altitude,,GOS General:Non-reporting,	2023-08-11,Jorge Andres Gonzalez Rojas
LOS ALAMOS - AUT,,	2013-05-05,,Operational,Partly operational,Land (fixed),0-170-0-25025002|primary,South America,Brazil,Colombia,9.30455,-74.27321,33,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,RBON:Operational,	2023-08-04,Jorge Andres Gonzalez Rojas
LOS ROSALES,,	1973-12-15,,Operational,Partly operational,Land (fixed),0-170-0-21105050|primary,South America,Brazil,Colombia,2.60305,-75.41833,593,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,|,RBON:Operational,	2023-06-26,COL NMHS
La Aurelia,La Aurelia [26020090],	1961-01-01,,Operational,Unknown,Land (fixed),0-170-0-26020090|primary,South America,Brazil,Colombia,2.616667,-76.583333,1840,GPS,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Equatorial rainforest - fully humid,Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within mountains of high altitude,26|590,GOS General:Operational,	2022-12-06,Jorge Andres Gonzalez Rojas
La Chulica,La Chulica [26020170],	1969-01-01,,Operational,Unknown,Land (fixed),0-170-0-26020170|primary,South America,Brazil,Colombia,2.616667,-76.35,2550,GPS,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Equatorial rainforest - fully humid,Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within mountains of high altitude,14|520,GOS General:Operational,	2022-12-06,Jorge Andres Gonzalez Rojas
La Selva,La Selva [26020420],	1963-01-15,,Operational,Unknown,Land (fixed),0-170-0-26020420|primary,South America,Brazil,Colombia,2.65,-76.566667,1840,GPS,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Equatorial rainforest - fully humid,Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within mountains of high altitude,27|610,GOS General:Operational,	2022-12-06,Jorge Andres Gonzalez Rojas
La Trinidad,La Trinidad [26020410],	1978-05-01,,Operational,Unknown,Land (fixed),0-170-0-26020410|primary,South America,Brazil,Colombia,2.683333,-76.533333,1600,GPS,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Equatorial rainforest - fully humid,Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within mountains of high altitude,27|620,GOS General:Operational,	2022-12-06,Jorge Andres Gonzalez Rojas
Las Estrellas,Las Estrellas [52010190],	1994-07-01,,Operational,Unknown,Land (fixed),0-170-0-52010190|primary,South America,Brazil,Colombia,2.17,-76.61,2430,GPS,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Equatorial rainforest - fully humid,Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within mountains of high altitude,8|470,GOS General:Operational,	2022-11-30,Jorge Andres Gonzalez Rojas
Las Gaviotas,,	1983-01-01,	1983-01-01,Closed,Unknown,Land (fixed),0-20008-0-LGV|primary,South America,Brazil,Colombia,4.5500001907,-70.9166641235,171,,UTC-5,,,,"Las Gaviotas is the environmental research center located in a village that a group of idealistic artists and engineers built on the parched savannahs of eastern Colombia in the department of Vichada. With imagination and lots of hard work, these pioneers of the spirit created a remarkable and unfortunately rare example of sustainable development in practice. Las Gaviotas originally established its landmark with the development of renewable energies. The use of wind energy for pumping water, the use of solar for heating water and the combination of fun and energy generation demonstrated early on that the engineers working at this center of creativity had practical solutions for the poor in mind.",Equatorial - Monsoon,,,,,GAW Regional:Closed,	2008-12-10,
Leticia,,	1998-01-01,	1998-01-01,Closed,Unknown,Land (fixed),0-20008-0-LTC|primary,South America,Brazil,Colombia,-4.1991667747,-69.9430541992,84,,UTC-5,,,,"Leticia, Capital of the department of Amazonas is Colombia’s southernmost city, located on the margins of the Amazon River. Isolated in the jungles of the Amazon, the city is located in the area known as ""Tres Fronteras"" or ""The Three Frontiers"". It is here where Brazil, Peru and Colombia meet on the Amazon River. Due to its location, just a few degrees below the Equator in the midst of the Tropical Rain forest, the humidity is high all year.",Equatorial rainforest - fully humid,,,,,GAW Regional:Closed,	2008-09-29,
MACAGUAL - AUT,,	2005-07-10,,Silent,Silent,Land (fixed),0-170-0-44035050|primary,South America,Brazil,Colombia,1.49978,-75.661,280,,UTC-5,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Equatorial rainforest - fully humid,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within mountains of middle altitude,,GOS General:Non-reporting,	2023-08-13,Jorge Andres Gonzalez Rojas
MAGANGUE/BARACOA,,	1963-01-01,,Operational,Unknown,Land (fixed),0-20000-0-80048|primary,South America,Brazil,Colombia,9.2666666667,-74.8166666667,18,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;EVAP;METAR;SOLRA;SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.,,,,,,GOS General:Operational,	2016-04-28,
MAJAGUAL,,	1974-11-15,,Operational,Operational,Land (fixed),0-170-0-25025240|primary,South America,Brazil,Colombia,8.54269,-74.62733,19,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,|,RBON:Operational,	2023-08-04,Jorge Andres Gonzalez Rojas
MALAGA 2,,	1973-12-15,,Unknown,Unknown,Land (fixed),0-170-0-24030950|primary,South America,Brazil,Colombia,6.7064,-72.72972,2237,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,30|290,RBON,	2022-11-12,Jorge Andres Gonzalez Rojas
MANIZALES/LA NUBIA,,	1968-06-15,,Operational,Silent,Land (fixed),0-20000-0-80149|primary,South America,Brazil,Colombia,5.0333333333,-75.4666666667,2080,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR;SPECI (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2022-08-04,Jorge Andres Gonzalez Rojas
MANUEL MEJIA - AUT,,	2013-01-20,,Silent,Silent,Land (fixed),0-170-0-26035501|primary,South America,Brazil,Colombia,2.401942,-76.738331,1735,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Equatorial - Monsoon,Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of high altitude,,GOS General:Non-reporting,	2023-08-13,Jorge Andres Gonzalez Rojas
MANZANARES - AUT,,	2017-04-22,,Silent,Silent,Land (fixed),0-170-0-2302500064|primary,South America,Brazil,Colombia,5.2651,-75.14306,1979,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,GOS General:Non-reporting,	2023-08-13,Jorge Andres Gonzalez Rojas
MARENGO  - AUT,,	2005-07-23,,Operational,Unknown,Land (fixed),0-170-0-21015060|primary,South America,Brazil,Colombia,2.221111,-76.118889,1550,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Equatorial - Monsoon,Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of high altitude,,GOS General:Operational,	2023-06-20,COL NMHS
MEDELLIN/OLAYA HERRERA,,	1973-07-15,,Operational,Partly operational,Land (fixed),0-20000-0-80110|primary,South America,Brazil,Colombia,6.2166666667,-75.6,1490,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR;RBSN(S);SPECI (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, RBON:Operational, RBSN(S) - deprecated:Closed",	2022-11-12,Jorge Andres Gonzalez Rojas
MEDIA LUNA - AUT,,	2013-05-05,,Silent,Silent,Land (fixed),0-170-0-29065000|primary,South America,Brazil,Colombia,10.51013,-74.50676,13,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,RBON:Non-reporting,	2023-08-11,Jorge Andres Gonzalez Rojas
MEDINA - AUT,,	2017-12-30,,Unknown,Unknown,Land (fixed),0-170-0-3505500061|primary,South America,Brazil,Colombia,4.51,-73.35,533,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,RBON,	2022-11-12,Jorge Andres Gonzalez Rojas
MERCEDES - AUT,,	1970-09-15,,Silent,Unknown,Land (fixed),0-170-0-21205660|primary,South America,Brazil,Colombia,4.5791,-74.52318,765,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,35|2880,"GBON:Non-reporting, GOS General:Non-reporting",	2023-08-13,Jorge Andres Gonzalez Rojas
MESA DE POLE,,	1968-03-15,,Operational,Operational,Land (fixed),0-170-0-22055020|primary,South America,Brazil,Colombia,3.45578,-75.53636,669,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,|,RBON:Operational,	2023-08-04,Jorge Andres Gonzalez Rojas
METROMEDELLIN - AUT,,	2005-06-30,,Silent,Silent,Land (fixed),0-170-0-27015310|primary,South America,Brazil,Colombia,6.33258,-75.55544,144,,UTC-5,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Equatorial - Monsoon,"Closed to open (>15%) herbaceous vegetation (grassland, savannas or lichens/mosses)(Surface cover types (GlobCover2009))",,(unknown) at low relative elevation within plains of high altitude,,RBON:Non-reporting,	2023-08-13,Jorge Andres Gonzalez Rojas
